,x0,x1,y
874,3.21791351,4.623431046,1
875,4.425789161,3.652302632,1
876,5.011540496,3.241675881,1
877,3.749332632,3.262834878,1
878,4.554236065,2.548964238,1
879,4.758880796,5.520753738,1
880,4.13384266,1.552762769,1
881,3.727438504,2.709953593,1
882,3.457372348,2.01542621,1
883,2.836895448,2.657053186,1
884,3.726482605,1.208161323,1
885,4.159503875,4.60218634,1
886,3.813291877,4.040442705,1
887,4.217904147,2.969082326,1
888,4.0462383,2.699024416,1
889,4.670324966,2.682020966,1
890,3.369499057,3.72154456,1
891,3.881589842,1.977907009,1
892,4.242064584,4.406729843,1
893,3.623915375,3.910173949,1
894,4.280444407,3.657737579,1
895,2.225547858,4.65222577,1
896,4.458577815,4.345744879,1
897,4.46182289,3.65531431,1
898,3.998812513,4.030785946,1
899,3.647061246,3.866652145,1
900,3.567008744,3.373962652,1
901,2.295225896,5.111439733,1
902,5.095716737,5.202166259,1
903,4.635772116,4.072381857,1
904,2.912815682,2.973252429,1
905,2.52273457,2.827029512,1
906,3.614750585,4.251004217,1
907,4.680836658,3.735377791,1
908,4.832649349,3.186809226,1
909,4.534598237,4.132016783,1
910,4.768024569,2.815348305,1
911,5.754887671,4.340420554,1
912,2.295687559,2.407906582,1
913,4.469508224,1.546236664,1
914,3.945696155,3.791879422,1
915,3.251125018,3.018070116,1
916,4.716764042,5.531119117,1
917,3.994487099,5.372669701,1
918,5.200114319,3.387882093,1
919,2.965982861,3.033262977,1
920,3.152432246,3.783604601,1
921,4.433422037,3.683917538,1
922,3.112476021,5.385317428,1
923,4.121232621,3.651704675,1
924,3.59809511,5.205510981,1
925,5.096678323,5.237243483,1
926,4.436674648,6.519723539,1
927,3.59299531,3.620549865,1
928,3.361309833,3.524731459,1
929,3.5951188,5.675725347,1
930,6.393862456,3.261630998,1
931,3.950376986,2.18449703,1
932,3.797424092,4.086728317,1
933,3.802465949,4.500257505,1
934,5.516316027,3.63701917,1
935,2.267791891,3.649307952,1
936,5.112472513,2.637090071,1
937,3.280718973,5.722803931,1
938,3.726634422,4.201372151,1
939,4.677404419,3.452313208,1
940,3.063549179,4.401812364,1
941,4.425716851,4.834395009,1
942,3.925456897,2.951703288,1
943,2.601192713,4.22526321,1
944,4.192306104,3.51763027,1
945,4.580389716,5.65071535,1
946,4.637859264,4.158925751,1
947,3.434018376,2.875314619,1
948,3.983862374,3.888936523,1
949,4.622322565,4.449050979,1
950,4.533436362,6.100583376,1
951,3.610659244,4.039567468,1
952,2.728332212,4.571572581,1
953,4.272601062,5.200726151,1
954,4.317468465,4.508771972,1
955,5.498368276,3.130238289,1
956,2.446199209,3.838935446,1
957,3.645708377,3.342175054,1
958,4.434227622,4.706751835,1
959,3.89852198,5.540317161,1
960,6.028767985,3.978058354,1
961,3.632788122,5.054761743,1
962,1.636225152,3.303242178,1
963,4.729858345,4.15930139,1
964,2.600979241,3.823529865,1
965,5.314887037,5.63025921,1
966,4.403825375,4.293963923,1
967,3.655833772,4.767713166,1
968,3.019935743,3.658813393,1
969,5.85734542,3.36659736,1
970,4.309538453,4.394702974,1
971,3.510897274,3.181561403,1
972,3.305116702,2.638270317,1
973,3.819607398,3.697882606,1
974,5.256283344,5.599174481,1
975,5.910743619,3.607678896,1
976,4.027192961,4.220828441,1
977,4.427129436,3.406278138,1
978,4.323364836,1.949607076,1
979,2.351031966,4.000427093,1
980,4.140337987,5.693659896,1
981,3.501957262,3.668471696,1
982,3.572226975,2.849855438,1
983,3.849125657,3.009327776,1
984,1.109189942,4.364189874,1
985,3.265457939,3.579668706,1
986,4.756215217,4.983621685,1
987,4.120792843,3.724234822,1
988,3.484094353,1.914476115,1
989,3.659141581,3.560528736,1
990,2.920007849,4.711924472,1
991,3.302611088,5.026476112,1
992,3.417003287,5.284934576,1
993,3.813874587,5.000720309,1
994,4.587960618,5.073391346,1
995,3.978958603,5.894032499,1
996,3.920238692,5.53443238,1
997,3.164485214,4.175588573,1
998,4.978620078,3.523882229,1
999,4.235477912,3.7202514,1
1000,4.566047742,4.702630355,1
